  freq    |   fit    
----------+----------
 2500.000 | -0.00032
 2500.809 | -0.00032
 2501.618 | -0.00032
 2502.428 | -0.00032
 2503.237 | -0.00033
 2504.046 | -0.00033
 2504.855 | -0.00033
 2505.665 | -0.00033
 2506.474 | -0.00033
 2507.283 | -0.00033
 2508.092 | -0.00034
 2508.902 | -0.00034
 2509.711 | -0.00034
 2510.520 | -0.00034
 2511.329 | -0.00034
 2512.139 | -0.00034
 2512.948 | -0.00035
 2513.757 | -0.00035
 2514.566 | -0.00035
 2515.376 | -0.00035
 2516.185 | -0.00035
 2516.994 | -0.00035
 2517.803 | -0.00036
 2518.613 | -0.00036
 2519.422 | -0.00036
 2520.231 | -0.00036
 2521.040 | -0.00036
 2521.850 | -0.00037
 2522.659 | -0.00037
 2523.468 | -0.00037
 2524.277 | -0.00037
 2525.087 | -0.00037
 2525.896 | -0.00038
 2526.705 | -0.00038
 2527.514 | -0.00038
 2528.324 | -0.00038
 2529.133 | -0.00038
 2529.942 | -0.00039
 2530.751 | -0.00039
 2531.561 | -0.00039
 2532.370 | -0.00039
 2533.179 | -0.00039
 2533.988 | -0.00040
 2534.798 | -0.00040
 2535.607 | -0.00040
 2536.416 | -0.00040
 2537.225 | -0.00040
 2538.035 | -0.00041
 2538.844 | -0.00041
 2539.653 | -0.00041
 2540.462 | -0.00041
 2541.272 | -0.00042
 2542.081 | -0.00042
 2542.890 | -0.00042
 2543.699 | -0.00042
 2544.509 | -0.00043
 2545.318 | -0.00043
 2546.127 | -0.00043
 2546.936 | -0.00043
 2547.746 | -0.00044
 2548.555 | -0.00044
 2549.364 | -0.00044
 2550.173 | -0.00044
 2550.983 | -0.00045
 2551.792 | -0.00045
 2552.601 | -0.00045
 2553.410 | -0.00045
 2554.220 | -0.00046
 2555.029 | -0.00046
 2555.838 | -0.00046
 2556.647 | -0.00046
 2557.457 | -0.00047
 2558.266 | -0.00047
 2559.075 | -0.00047
 2559.884 | -0.00048
 2560.694 | -0.00048
 2561.503 | -0.00048
 2562.312 | -0.00048
 2563.121 | -0.00049
 2563.931 | -0.00049
 2564.740 | -0.00049
 2565.549 | -0.00050
 2566.358 | -0.00050
 2567.168 | -0.00050
 2567.977 | -0.00051
 2568.786 | -0.00051
 2569.595 | -0.00051
 2570.405 | -0.00052
 2571.214 | -0.00052
 2572.023 | -0.00052
 2572.832 | -0.00053
 2573.642 | -0.00053
 2574.451 | -0.00053
 2575.260 | -0.00054
 2576.069 | -0.00054
 2576.879 | -0.00054
 2577.688 | -0.00055
 2578.497 | -0.00055
 2579.306 | -0.00055
 2580.116 | -0.00056
 2580.925 | -0.00056
 2581.734 | -0.00056
 2582.543 | -0.00057
 2583.353 | -0.00057
 2584.162 | -0.00058
 2584.971 | -0.00058
 2585.780 | -0.00058
 2586.590 | -0.00059
 2587.399 | -0.00059
 2588.208 | -0.00060
 2589.017 | -0.00060
 2589.827 | -0.00060
 2590.636 | -0.00061
 2591.445 | -0.00061
 2592.254 | -0.00062
 2593.064 | -0.00062
 2593.873 | -0.00062
 2594.682 | -0.00063
 2595.491 | -0.00063
 2596.301 | -0.00064
 2597.110 | -0.00064
 2597.919 | -0.00065
 2598.728 | -0.00065
 2599.538 | -0.00066
 2600.347 | -0.00066
 2601.156 | -0.00067
 2601.965 | -0.00067
 2602.775 | -0.00068
 2603.584 | -0.00068
 2604.393 | -0.00069
 2605.202 | -0.00069
 2606.012 | -0.00070
 2606.821 | -0.00070
 2607.630 | -0.00071
 2608.439 | -0.00071
 2609.249 | -0.00072
 2610.058 | -0.00072
 2610.867 | -0.00073
 2611.676 | -0.00073
 2612.486 | -0.00074
 2613.295 | -0.00075
 2614.104 | -0.00075
 2614.913 | -0.00076
 2615.723 | -0.00076
 2616.532 | -0.00077
 2617.341 | -0.00077
 2618.150 | -0.00078
 2618.960 | -0.00079
 2619.769 | -0.00079
 2620.578 | -0.00080
 2621.387 | -0.00081
 2622.197 | -0.00081
 2623.006 | -0.00082
